date,type,value
05-12-19 14:00:32,2,4028
05-12-19 14:00:46,2,4555
05-12-19 14:00:50,1,4210
05-12-19 14:00:51,1,4555
05-12-19 14:00:59,2,2879
05-12-19 14:01:01,1,4479
05-12-19 14:01:02,1,3480
05-12-19 14:01:09,1,4473
05-12-19 14:01:10,4,3362
05-12-19 14:01:14,2,4564
05-12-19 14:01:15,4,2821
05-12-19 14:01:18,3,4505
05-12-19 14:01:20,1,1548
05-12-19 14:01:31,2,4019
05-12-19 14:01:33,1,1665
05-12-19 14:01:35,4,2284
05-12-19 14:01:45,1,1566
05-12-19 14:01:48,1,2389
05-12-19 14:01:54,2,3253
05-12-19 14:01:58,1,1602
05-12-19 14:02:01,2,3152
05-12-19 14:02:04,1,3325
05-12-19 14:02:14,2,1665
05-12-19 14:02:18,1,1547
05-12-19 14:02:22,2,4516
05-12-19 14:02:26,1,4551
05-12-19 14:02:30,1,3798
05-12-19 14:02:33,1,1742
05-12-19 14:02:36,1,2146
05-12-19 14:02:37,2,3207
05-12-19 14:02:42,2,4169
05-12-19 14:02:43,1,1765
05-12-19 14:02:47,2,3504
05-12-19 14:02:48,1,3504
05-12-19 14:02:50,2,1790
05-12-19 14:02:51,3,4473
05-12-19 14:02:53,1,2419
05-12-19 14:02:54,2,1604
05-12-19 14:02:58,1,4549
05-12-19 14:03:00,3,3363
05-12-19 14:03:03,2,3499
05-12-19 14:03:04,1,2267
05-12-19 14:03:04,2,1558
05-12-19 14:03:06,2,3503
05-12-19 14:03:06,1,1676
05-12-19 14:03:19,2,4480
05-12-19 14:03:19,2,1856
05-12-19 14:03:20,3,4455
05-12-19 14:03:35,2,3595
05-12-19 14:03:36,1,4290
05-12-19 14:03:41,4,3403
05-12-19 14:03:43,3,3172
05-12-19 14:03:47,1,1704
05-12-19 14:03:50,2,3269
05-12-19 14:03:53,2,1569
05-12-19 14:03:55,1,3228
05-12-19 14:03:59,2,1704
05-12-19 14:04:09,4,3086
05-12-19 14:04:13,1,4281
05-12-19 14:04:15,1,4084
05-12-19 14:04:21,2,1669
05-12-19 14:04:25,2,3348
05-12-19 14:04:29,1,4489
05-12-19 14:04:30,4,1799
05-12-19 14:04:33,2,3011
05-12-19 14:04:35,2,2953
05-12-19 14:04:39,1,1565
05-12-19 14:04:41,2,2958
05-12-19 14:04:41,1,1549
05-12-19 14:04:41,4,2573
05-12-19 14:04:42,1,1910
05-12-19 14:04:43,2,2359
05-12-19 14:04:43,4,3435
05-12-19 14:04:44,2,3101
05-12-19 14:04:44,1,3141
05-12-19 14:04:45,4,4294
05-12-19 14:04:45,2,2612
05-12-19 14:04:46,2,4549
05-12-19 14:04:46,2,3632
05-12-19 14:04:47,1,1545
05-12-19 14:04:48,4,4598
05-12-19 14:04:49,2,4306
05-12-19 14:04:51,2,4387
05-12-19 14:04:51,1,4393
05-12-19 14:04:51,4,4588
05-12-19 14:04:51,1,4469
05-12-19 14:04:51,2,4380
05-12-19 14:04:51,2,4437
05-12-19 14:04:51,4,4412
05-12-19 14:04:51,4,2933
05-12-19 14:04:52,4,3113
05-12-19 14:04:53,4,4350
05-12-19 14:04:53,1,2993
05-12-19 14:04:53,2,4552
05-12-19 14:04:53,4,4342
05-12-19 14:04:54,1,4569
05-12-19 14:04:56,4,4512
05-12-19 14:04:57,4,4605
05-12-19 14:05:00,4,4609
05-12-19 14:05:00,4,2040
05-12-19 14:05:02,4,4599
05-12-19 14:05:09,3,4271
05-12-19 14:05:12,2,3913
05-12-19 14:05:15,1,3008
05-12-19 14:05:21,2,1986
05-12-19 14:05:24,2,4448
05-12-19 14:05:30,2,2523
05-12-19 14:05:33,1,2492
05-12-19 14:05:35,3,4398
05-12-19 14:05:37,2,3363
05-12-19 14:05:41,1,3865
05-12-19 14:05:41,1,3192
05-12-19 14:05:43,2,4570
05-12-19 14:05:45,4,3875
05-12-19 14:05:47,2,2896
05-12-19 14:05:49,1,4143
05-12-19 14:05:51,1,2954
05-12-19 14:05:56,1,1547
05-12-19 14:05:57,1,4550
05-12-19 14:05:57,2,1632
05-12-19 14:06:00,3,3656
05-12-19 14:06:03,2,3901
05-12-19 14:06:05,1,4528
05-12-19 14:06:06,2,3306
05-12-19 14:06:07,3,3606
05-12-19 14:06:07,2,3528
05-12-19 14:06:10,1,4576
05-12-19 14:06:12,1,4456
05-12-19 14:06:14,1,4212
05-12-19 14:06:14,2,2370
05-12-19 14:06:16,1,1567
05-12-19 14:06:22,2,2945
05-12-19 14:06:23,1,4315
05-12-19 14:06:27,1,1546
05-12-19 14:06:28,2,4532
05-12-19 14:06:31,1,1577
05-12-19 14:06:33,1,4291
05-12-19 14:06:34,2,1529
05-12-19 14:06:38,4,1712
05-12-19 14:06:39,1,1560
05-12-19 14:06:45,1,3812
05-12-19 14:06:49,1,1552
05-12-19 14:06:50,2,4171
05-12-19 14:06:52,1,2642
05-12-19 14:06:54,1,1661
05-12-19 14:07:01,2,1563
05-12-19 14:07:10,2,3823
05-12-19 14:07:12,1,4444
05-12-19 14:07:15,1,3116
05-12-19 14:07:17,2,4429
05-12-19 14:07:18,1,2783
05-12-19 14:07:23,1,1666
05-12-19 14:07:23,4,2184
05-12-19 14:07:34,1,2871
05-12-19 14:07:35,2,1657
05-12-19 14:07:36,1,3692
05-12-19 14:07:43,1,3929
05-12-19 14:07:44,1,4500
05-12-19 14:07:47,1,4473
05-12-19 14:07:52,3,1677
05-12-19 14:07:54,4,2091
05-12-19 14:07:56,2,3625
05-12-19 14:07:58,4,2845
05-12-19 14:08:03,4,3466
05-12-19 14:08:04,1,4280
05-12-19 14:08:05,1,1774
05-12-19 14:08:06,1,2210
05-12-19 14:08:08,4,2926
05-12-19 14:08:10,2,2921
05-12-19 14:08:11,1,1556
05-12-19 14:08:11,2,2473
05-12-19 14:08:18,2,2813
05-12-19 14:08:27,2,1659
05-12-19 14:08:28,3,1691
05-12-19 14:08:40,2,1669
05-12-19 14:08:40,2,1566
05-12-19 14:08:42,2,1692
05-12-19 14:08:43,1,4532
05-12-19 14:08:43,1,2445
05-12-19 14:08:44,4,1709
05-12-19 14:08:48,3,4488
05-12-19 14:08:50,1,2241
05-12-19 14:08:51,1,2875
05-12-19 14:08:53,1,3263
05-12-19 14:08:55,1,4470
05-12-19 14:08:56,2,4567
05-12-19 14:09:02,2,2358
05-12-19 14:09:05,2,2728
05-12-19 14:09:07,1,4422
05-12-19 14:09:08,1,3699
05-12-19 14:09:16,1,4448
05-12-19 14:09:16,2,2705
05-12-19 14:09:17,1,3925
05-12-19 14:09:23,1,4382
05-12-19 14:09:32,1,2558
05-12-19 14:09:45,1,1568
05-12-19 14:09:46,1,1573
05-12-19 14:09:46,1,4558
05-12-19 14:09:49,2,2685
05-12-19 14:09:50,2,3090
05-12-19 14:09:52,3,1672
05-12-19 14:09:54,2,2205
05-12-19 14:09:54,1,2263
05-12-19 14:09:54,1,4580
05-12-19 14:09:56,2,1881
05-12-19 14:09:57,1,2682
05-12-19 14:09:59,2,3423
05-12-19 14:10:00,2,3324
05-12-19 14:10:01,1,1762
05-12-19 14:10:05,2,3276
05-12-19 14:10:10,1,2050
05-12-19 14:10:10,1,3036
05-12-19 14:10:16,2,3034
05-12-19 14:10:20,2,1563
05-12-19 14:10:23,2,1839
05-12-19 14:10:36,3,1629
05-12-19 14:10:37,1,1564
05-12-19 14:10:41,4,1838
05-12-19 14:10:42,2,2901
05-12-19 14:10:45,3,3659
05-12-19 14:10:56,2,1732
05-12-19 14:10:57,1,1565
05-12-19 14:11:04,2,4498
05-12-19 14:11:07,1,2263
05-12-19 14:11:08,2,2850
05-12-19 14:11:11,2,3595
05-12-19 14:11:19,1,1813
05-12-19 14:11:26,4,3494
05-12-19 14:11:27,2,3770
05-12-19 14:11:34,2,3380
05-12-19 14:11:34,2,3381
05-12-19 14:11:35,2,4477
05-12-19 14:11:36,1,1560
05-12-19 14:11:40,2,1563
05-12-19 14:11:53,1,4403
05-12-19 14:11:56,1,1593
05-12-19 14:11:59,2,3590
05-12-19 14:12:04,1,1692
05-12-19 14:12:05,1,1702
05-12-19 14:12:09,3,3008
05-12-19 14:12:13,1,1880
05-12-19 14:12:16,1,4517
05-12-19 14:12:21,3,3117
05-12-19 14:12:28,2,1585
05-12-19 14:12:31,1,4551
05-12-19 14:12:36,2,2084
05-12-19 14:12:47,1,2335
05-12-19 14:12:49,2,3041
05-12-19 14:12:54,1,1719
05-12-19 14:12:58,3,3874
05-12-19 14:13:03,1,1682
05-12-19 14:13:07,1,4590
05-12-19 14:13:08,4,1595
05-12-19 14:13:08,2,1593
05-12-19 14:13:08,3,1594
05-12-19 14:13:09,1,4194
05-12-19 14:13:13,1,4569
05-12-19 14:13:14,2,1567
05-12-19 14:13:16,3,4507
05-12-19 14:13:25,4,4578
05-12-19 14:13:33,1,2550
05-12-19 14:13:34,2,4198
05-12-19 14:13:35,1,3616
05-12-19 14:13:37,1,4127
05-12-19 14:13:37,2,3631
05-12-19 14:13:38,1,4157
05-12-19 14:13:44,1,1874
05-12-19 14:13:50,2,4571
05-12-19 14:13:53,4,3616
05-12-19 14:13:55,4,2121
05-12-19 14:13:58,1,3639
05-12-19 14:13:59,2,3247
05-12-19 14:14:01,4,3301
05-12-19 14:14:01,2,4547
05-12-19 14:14:03,1,1694
05-12-19 14:14:04,2,1579
05-12-19 14:14:04,2,1570
05-12-19 14:14:06,1,2829
05-12-19 14:14:10,1,1680
05-12-19 14:14:11,3,4509
05-12-19 14:14:11,2,3246
05-12-19 14:14:11,1,1572
05-12-19 14:14:15,2,2061
05-12-19 14:14:15,1,1806
05-12-19 14:14:16,2,4289
05-12-19 14:14:17,2,4103
05-12-19 14:14:17,1,1569
05-12-19 14:14:17,1,4539
05-12-19 14:14:23,1,4573
05-12-19 14:14:25,3,4426
05-12-19 14:14:29,1,4284
05-12-19 14:14:48,2,4055
05-12-19 14:14:54,2,3933
05-12-19 14:14:54,4,2204
05-12-19 14:14:56,1,3315
05-12-19 14:14:57,2,2292
05-12-19 14:14:58,2,1636
05-12-19 14:15:00,1,4423
05-12-19 14:15:03,4,4236
05-12-19 14:15:03,1,1588
05-12-19 14:15:12,1,1605
05-12-19 14:15:14,3,2625
05-12-19 14:15:24,1,1603
05-12-19 14:15:25,1,1597
05-12-19 14:15:26,4,3398
05-12-19 14:15:44,1,2908
05-12-19 14:15:47,2,2796
05-12-19 14:15:48,1,1679
05-12-19 14:16:04,1,3177
05-12-19 14:16:10,1,4158
05-12-19 14:16:16,1,4019
05-12-19 14:16:28,3,1707
05-12-19 14:16:33,2,2415
05-12-19 14:16:36,1,2155
05-12-19 14:16:37,1,4158
05-12-19 14:16:38,1,1682
05-12-19 14:16:49,1,3331
05-12-19 14:16:53,4,4586
05-12-19 14:16:53,2,1576
05-12-19 14:17:07,4,3063
05-12-19 14:17:10,1,3526
05-12-19 14:17:16,1,2267
05-12-19 14:17:19,4,3220
05-12-19 14:17:24,1,1681
05-12-19 14:17:24,3,1599
05-12-19 14:17:34,1,2271
05-12-19 14:17:35,4,4190
05-12-19 14:17:36,3,1679
05-12-19 14:17:37,2,2592
05-12-19 14:17:40,1,1562
05-12-19 14:17:50,2,1670
05-12-19 14:17:52,2,3394
05-12-19 14:17:52,1,3931
05-12-19 14:17:53,1,2294
05-12-19 14:17:59,2,4109
05-12-19 14:18:01,1,4140
05-12-19 14:18:06,2,3536
05-12-19 14:18:17,1,2986
05-12-19 14:18:22,2,4289
05-12-19 14:18:27,2,3893
05-12-19 14:18:27,4,2170
05-12-19 14:18:29,1,1677
05-12-19 14:18:31,3,1570
05-12-19 14:18:41,2,3951
05-12-19 14:18:46,1,1830
05-12-19 14:18:49,1,4158
05-12-19 14:18:52,2,3503
05-12-19 14:18:54,1,4158
05-12-19 14:18:54,2,4288
05-12-19 14:18:54,2,3056
05-12-19 14:18:55,1,4127
05-12-19 14:19:01,3,4450
05-12-19 14:19:06,1,3219
05-12-19 14:19:09,2,1935
05-12-19 14:19:11,3,3904
05-12-19 14:19:16,2,3226
05-12-19 14:19:19,2,3521
05-12-19 14:19:22,1,3018
05-12-19 14:19:24,3,2739
05-12-19 14:19:34,1,1576
05-12-19 14:19:36,1,1597
05-12-19 14:19:39,2,1572
05-12-19 14:19:44,1,3478
05-12-19 14:19:45,1,1602
05-12-19 14:19:50,1,4588
05-12-19 14:19:56,1,3785
05-12-19 14:20:01,1,4575
05-12-19 14:20:01,1,2275
05-12-19 14:20:06,1,1923
05-12-19 14:20:08,1,4201
05-12-19 14:20:10,4,1531
05-12-19 14:20:12,4,1676
05-12-19 14:20:20,1,1682
05-12-19 14:20:21,2,4461
05-12-19 14:20:21,1,4484
05-12-19 14:20:21,2,4474
05-12-19 14:20:22,3,3864
05-12-19 14:20:24,1,4152
05-12-19 14:20:30,3,4595
05-12-19 14:20:31,3,4471
05-12-19 14:20:32,2,1760
05-12-19 14:20:32,2,4523
05-12-19 14:20:32,1,1571
05-12-19 14:20:34,2,4224
05-12-19 14:20:36,2,2457
05-12-19 14:20:50,1,2382
05-12-19 14:21:03,2,4358
05-12-19 14:21:07,1,1736
05-12-19 14:21:08,3,3952
05-12-19 14:21:09,1,4498
05-12-19 14:21:13,2,1582
05-12-19 14:21:17,3,1828
05-12-19 14:21:23,2,4587
05-12-19 14:21:27,4,3465
05-12-19 14:21:29,4,2276
05-12-19 14:21:34,3,1569
05-12-19 14:21:35,1,1580
05-12-19 14:21:43,4,2505
05-12-19 14:21:46,1,2265
05-12-19 14:21:54,1,1799
05-12-19 14:22:03,1,3029
05-12-19 14:22:05,1,2942
05-12-19 14:22:13,2,2448
05-12-19 14:22:14,1,4309
05-12-19 14:22:14,2,3577
05-12-19 14:22:16,1,1689
05-12-19 14:22:16,1,1589
05-12-19 14:22:18,3,4395
05-12-19 14:22:19,4,1684
05-12-19 14:22:25,1,3003
05-12-19 14:22:37,2,4152
05-12-19 14:22:41,3,4481
05-12-19 14:22:43,1,1591
05-12-19 14:22:48,2,3921
05-12-19 14:22:48,2,4034
05-12-19 14:22:50,4,1588
05-12-19 14:22:54,1,4337
05-12-19 14:22:57,1,2962
05-12-19 14:22:58,1,1686
05-12-19 14:23:00,1,1658
05-12-19 14:23:04,1,1676
05-12-19 14:23:08,4,1679
05-12-19 14:23:10,1,3937
05-12-19 14:23:11,1,2331
05-12-19 14:23:13,4,1981
05-12-19 14:23:14,1,2214
05-12-19 14:23:16,1,4461
05-12-19 14:23:18,1,3821
05-12-19 14:23:28,2,4481
05-12-19 14:23:29,2,1657
05-12-19 14:23:33,2,3506
05-12-19 14:23:35,2,4525
05-12-19 14:23:42,1,1726
05-12-19 14:23:42,1,2264
05-12-19 14:23:43,3,3175
05-12-19 14:23:49,1,4556
05-12-19 14:23:52,3,3783
05-12-19 14:23:54,3,1594
05-12-19 14:24:01,1,2264
05-12-19 14:24:06,1,1568
05-12-19 14:24:13,1,4493
05-12-19 14:24:18,4,1547
05-12-19 14:24:21,2,3142
05-12-19 14:24:25,2,1715
05-12-19 14:24:31,2,2441
05-12-19 14:24:35,2,1676
05-12-19 14:24:36,1,1890
05-12-19 14:24:38,2,3566
05-12-19 14:24:39,1,4316
05-12-19 14:24:41,1,4364
05-12-19 14:24:42,2,4182
05-12-19 14:24:49,2,3566
05-12-19 14:24:52,4,3229
05-12-19 14:24:57,3,4460
05-12-19 14:25:14,2,3492
05-12-19 14:25:15,1,1762
05-12-19 14:25:18,3,1909
05-12-19 14:25:23,1,3419
05-12-19 14:25:29,4,3054
05-12-19 14:25:30,1,2030
05-12-19 14:25:32,1,4460
05-12-19 14:25:33,1,2818
05-12-19 14:25:41,2,4544
05-12-19 14:25:42,1,4331
05-12-19 14:25:44,4,3267
05-12-19 14:25:44,2,4566
05-12-19 14:25:45,1,3242
05-12-19 14:25:49,1,2919
05-12-19 14:26:02,1,4511
05-12-19 14:26:20,2,2760
05-12-19 14:26:24,1,1651
05-12-19 14:26:25,3,2398
05-12-19 14:26:25,2,4364
05-12-19 14:26:26,1,2270
05-12-19 14:26:27,1,4058
05-12-19 14:26:29,2,3168
05-12-19 14:26:30,1,4570
05-12-19 14:26:44,1,3021
05-12-19 14:26:48,2,4294
05-12-19 14:26:57,1,2903
05-12-19 14:27:08,1,4562
05-12-19 14:27:12,3,1589
05-12-19 14:27:23,2,4478
05-12-19 14:27:24,2,2810
05-12-19 14:27:36,1,1576
05-12-19 14:27:41,1,4470
05-12-19 14:27:45,3,4123
05-12-19 14:27:46,4,2871
05-12-19 14:27:50,1,4477
05-12-19 14:27:55,3,4449
05-12-19 14:27:56,2,4447
05-12-19 14:27:58,4,2397
05-12-19 14:28:00,4,4141
05-12-19 14:28:02,2,2189
05-12-19 14:28:08,1,1716
05-12-19 14:28:11,1,3199
05-12-19 14:28:19,1,4587
05-12-19 14:28:23,4,2072
05-12-19 14:28:27,2,3244
05-12-19 14:28:28,1,4084
05-12-19 14:28:33,1,1708
05-12-19 14:28:35,2,3934
05-12-19 14:28:38,2,1711
05-12-19 14:28:40,1,1566
05-12-19 14:28:42,1,3191
05-12-19 14:28:48,2,4051
05-12-19 14:28:48,1,2321
05-12-19 14:28:48,2,2691
05-12-19 14:28:51,2,2925
05-12-19 14:28:56,2,1539
05-12-19 14:28:56,1,1539
05-12-19 14:28:56,2,2641
05-12-19 14:28:57,2,3435
05-12-19 14:28:57,1,3688
05-12-19 14:28:58,2,2247
05-12-19 14:28:59,1,1695
05-12-19 14:29:05,3,3459
05-12-19 14:29:08,4,2541
05-12-19 14:29:16,2,3172
05-12-19 14:29:19,4,2400
05-12-19 14:29:23,3,4462
05-12-19 14:29:25,2,3946
05-12-19 14:29:25,1,4415
05-12-19 14:29:25,1,1574
05-12-19 14:29:27,1,4590
05-12-19 14:29:37,2,1662
05-12-19 14:29:39,1,4562
05-12-19 14:29:45,1,3182
05-12-19 14:29:46,1,3459
05-12-19 14:29:46,1,3037
05-12-19 14:29:50,1,4451
05-12-19 14:29:53,1,4579
05-12-19 14:29:54,2,4055
05-12-19 14:29:59,1,4437
05-12-19 14:30:03,1,1613
05-12-19 14:30:11,1,3486
05-12-19 14:30:14,1,3446
05-12-19 14:30:23,1,1595
05-12-19 14:30:27,4,1711
05-12-19 14:30:27,1,1703
05-12-19 14:30:29,2,2644
05-12-19 14:30:34,2,2828
05-12-19 14:30:39,4,3341
05-12-19 14:30:43,3,3547
05-12-19 14:30:43,2,2924
05-12-19 14:30:44,2,1571
05-12-19 14:30:47,1,4286
05-12-19 14:30:49,3,1689
05-12-19 14:30:53,2,3269
05-12-19 14:31:06,1,2883
05-12-19 14:31:07,4,1965
05-12-19 14:31:12,2,1576
05-12-19 14:31:12,1,4497
05-12-19 14:31:22,3,1976
05-12-19 14:31:25,1,4450
05-12-19 14:31:26,2,4452
05-12-19 14:31:28,1,2237
05-12-19 14:31:29,2,4483
05-12-19 14:31:29,1,1643
05-12-19 14:31:32,1,4543
05-12-19 14:31:37,1,4502
05-12-19 14:31:49,1,2975
05-12-19 14:31:58,2,4581
05-12-19 14:31:58,1,1567
05-12-19 14:31:59,3,2982
05-12-19 14:32:15,1,1714
05-12-19 14:32:19,1,2291
05-12-19 14:32:21,2,2979
05-12-19 14:32:31,1,1587
05-12-19 14:32:31,1,4413
05-12-19 14:32:36,2,4095
05-12-19 14:32:43,3,1687
05-12-19 14:32:45,1,2260
05-12-19 14:32:47,1,1578
05-12-19 14:32:48,2,4309
05-12-19 14:32:50,2,3140
05-12-19 14:32:53,1,2607
05-12-19 14:32:54,3,1682
05-12-19 14:32:59,2,1629
05-12-19 14:33:00,1,4585
05-12-19 14:33:03,2,1691
05-12-19 14:33:08,2,1728
05-12-19 14:33:09,1,1559
05-12-19 14:33:16,2,1602
05-12-19 14:33:21,2,1683
05-12-19 14:33:21,2,3929
05-12-19 14:33:23,3,2939
05-12-19 14:33:28,1,1674
05-12-19 14:33:29,2,3598
05-12-19 14:33:33,1,4353
05-12-19 14:33:34,1,3190
05-12-19 14:33:35,2,3430
05-12-19 14:33:42,1,4451
05-12-19 14:33:43,1,4535
05-12-19 14:33:46,3,1588
05-12-19 14:33:48,2,1707
05-12-19 14:33:49,1,2685
05-12-19 14:33:52,2,3996
05-12-19 14:33:58,1,3931
05-12-19 14:34:00,2,1806
05-12-19 14:34:02,1,4515
05-12-19 14:34:06,1,2553
05-12-19 14:34:07,1,4481
05-12-19 14:34:08,1,1691
05-12-19 14:34:11,4,2492
05-12-19 14:34:13,2,1748
05-12-19 14:34:14,3,1735
05-12-19 14:34:16,2,2641
05-12-19 14:34:20,2,2023
05-12-19 14:34:22,1,2271
05-12-19 14:34:23,1,3953
05-12-19 14:34:27,1,4539
05-12-19 14:34:28,1,1702
05-12-19 14:34:30,1,2393
05-12-19 14:34:31,2,2658
05-12-19 14:34:32,2,3717
05-12-19 14:34:33,3,2763
05-12-19 14:34:48,1,1579
05-12-19 14:34:48,2,3943
05-12-19 14:34:48,1,1573
05-12-19 14:34:52,1,3924
05-12-19 14:35:01,1,1601
05-12-19 14:35:01,1,4507
05-12-19 14:35:03,1,2307
05-12-19 14:35:04,1,1774
05-12-19 14:35:15,2,4063
05-12-19 14:35:16,1,4459
05-12-19 14:35:17,2,3487
05-12-19 14:35:19,2,4105
05-12-19 14:35:29,3,4345
05-12-19 14:35:30,2,2315
05-12-19 14:35:35,1,4544
05-12-19 14:35:40,2,2267
05-12-19 14:35:41,2,4469
05-12-19 14:35:48,4,3236
05-12-19 14:35:49,1,4448
05-12-19 14:35:57,1,4582
05-12-19 14:36:04,1,4373
05-12-19 14:36:12,3,2872
05-12-19 14:36:21,2,4381
05-12-19 14:36:24,1,1558
05-12-19 14:36:30,3,2849
05-12-19 14:36:47,2,4568
05-12-19 14:36:49,1,4572
05-12-19 14:36:52,3,3740
05-12-19 14:36:53,3,2826
05-12-19 14:37:00,4,1712
05-12-19 14:37:04,1,2333
05-12-19 14:37:05,1,1735
05-12-19 14:37:16,2,3871
05-12-19 14:37:20,1,2487
05-12-19 14:37:21,1,2267
05-12-19 14:37:25,1,1577
05-12-19 14:37:29,1,3023
05-12-19 14:37:30,4,2362
05-12-19 14:37:32,4,2556
05-12-19 14:37:36,1,4040
05-12-19 14:37:40,1,1562
05-12-19 14:37:50,2,4405
05-12-19 14:37:54,1,2405
05-12-19 14:37:56,1,3906
05-12-19 14:37:58,1,4483
05-12-19 14:37:59,1,4042
05-12-19 14:38:01,1,4473
05-12-19 14:38:01,1,1568
05-12-19 14:38:02,1,1600
05-12-19 14:38:08,2,1691
05-12-19 14:38:11,2,1566
05-12-19 14:38:13,2,1704
05-12-19 14:38:14,2,1690
05-12-19 14:38:14,2,1585
05-12-19 14:38:17,4,2131
05-12-19 14:38:24,1,4467
05-12-19 14:38:26,2,1604
05-12-19 14:38:28,4,2473
05-12-19 14:38:29,3,2831
05-12-19 14:38:33,1,1592
05-12-19 14:38:36,2,2775
05-12-19 14:38:43,4,4518
05-12-19 14:38:45,3,2520
05-12-19 14:38:54,1,1581
05-12-19 14:39:00,1,4591
05-12-19 14:39:08,1,4285
05-12-19 14:39:09,1,4456
05-12-19 14:39:10,2,4453
05-12-19 14:39:14,2,1674
05-12-19 14:39:14,1,3034
05-12-19 14:39:16,3,1580
05-12-19 14:39:16,1,1705
05-12-19 14:39:17,2,3850
05-12-19 14:39:18,2,2169
05-12-19 14:39:22,3,1743
05-12-19 14:39:27,2,3569
05-12-19 14:39:27,1,1567
05-12-19 14:39:28,1,3172
05-12-19 14:39:44,1,3401
05-12-19 14:39:47,4,3822
05-12-19 14:39:48,3,1742
05-12-19 14:39:49,2,2001
05-12-19 14:39:53,2,4492
05-12-19 14:39:57,1,3103
05-12-19 14:40:03,1,2268
05-12-19 14:40:12,2,1616
05-12-19 14:40:16,1,2288
05-12-19 14:40:18,2,4583
05-12-19 14:40:18,2,1668
05-12-19 14:40:35,1,4349
05-12-19 14:40:35,1,2264
05-12-19 14:40:40,4,2395
05-12-19 14:40:41,3,1687
05-12-19 14:40:42,4,1683
05-12-19 14:40:42,1,3672
05-12-19 14:40:45,1,1663
05-12-19 14:40:47,4,4112
05-12-19 14:40:49,1,2202
05-12-19 14:40:59,1,2452
05-12-19 14:41:03,2,1564
05-12-19 14:41:03,1,1588
05-12-19 14:41:06,1,3223
05-12-19 14:41:12,4,2971
05-12-19 14:41:14,2,1714
05-12-19 14:41:18,1,2193
05-12-19 14:41:20,1,1572
05-12-19 14:41:27,1,4586
05-12-19 14:41:28,1,1732
05-12-19 14:41:32,1,4424
05-12-19 14:41:43,1,4332
05-12-19 14:41:45,1,1564
05-12-19 14:41:47,1,4489
05-12-19 14:41:47,2,2319
05-12-19 14:41:54,2,4488
05-12-19 14:42:04,3,4524
05-12-19 14:42:11,2,3401
05-12-19 14:42:15,2,2637
05-12-19 14:42:16,2,3558
05-12-19 14:42:20,1,3928
05-12-19 14:42:22,1,1602
05-12-19 14:42:25,1,3927
05-12-19 14:42:26,1,3106
05-12-19 14:42:27,2,3226
05-12-19 14:42:28,1,2266
05-12-19 14:42:28,1,1565
05-12-19 14:42:28,1,1572
05-12-19 14:42:30,1,3937
05-12-19 14:42:31,2,1583
05-12-19 14:42:35,1,1574
05-12-19 14:42:41,2,1696
05-12-19 14:42:42,2,2193
05-12-19 14:42:49,1,1585
05-12-19 14:42:50,2,3936
05-12-19 14:42:50,1,1675
05-12-19 14:42:51,2,3459
05-12-19 14:42:54,4,4470
05-12-19 14:42:55,1,4003
05-12-19 14:42:56,1,1757
05-12-19 14:43:00,2,1571
05-12-19 14:43:03,1,1565
05-12-19 14:43:05,2,3776
05-12-19 14:43:06,1,1783
05-12-19 14:43:09,1,4562
05-12-19 14:43:14,2,2896
05-12-19 14:43:18,1,4588
05-12-19 14:43:19,4,3378
05-12-19 14:43:19,1,3129
05-12-19 14:43:22,2,1572
05-12-19 14:43:33,1,4240
05-12-19 14:43:33,3,3918
05-12-19 14:43:38,1,1676
05-12-19 14:43:41,1,1565
05-12-19 14:43:48,2,1572
05-12-19 14:43:55,1,2860
05-12-19 14:43:57,2,4413
05-12-19 14:43:58,2,4455
05-12-19 14:43:59,1,4294
05-12-19 14:44:05,2,1571
05-12-19 14:44:08,2,1692
05-12-19 14:44:14,1,1552
05-12-19 14:44:25,2,4529
05-12-19 14:44:25,3,1677
05-12-19 14:44:45,1,4577
05-12-19 14:44:45,2,3042
05-12-19 14:44:50,3,3485
05-12-19 14:44:51,1,4490
05-12-19 14:44:51,1,3259
05-12-19 14:44:51,4,4212
05-12-19 14:44:52,2,3416
05-12-19 14:44:55,2,1668
05-12-19 14:44:55,1,4466
05-12-19 14:44:58,4,1528
05-12-19 14:45:08,4,3963
05-12-19 14:45:11,1,4580
05-12-19 14:45:12,1,1580
05-12-19 14:45:17,1,3484
05-12-19 14:45:21,2,2431
05-12-19 14:45:32,2,4127
05-12-19 14:45:32,1,4474
05-12-19 14:45:40,2,3018
05-12-19 14:45:45,3,3405
05-12-19 14:45:45,2,1710
05-12-19 14:45:46,2,2628
05-12-19 14:45:47,3,3443
05-12-19 14:45:49,4,2100
05-12-19 14:45:51,1,3745
05-12-19 14:45:53,2,3540
05-12-19 14:46:08,1,3049
05-12-19 14:46:11,2,2857
05-12-19 14:46:15,3,1585
05-12-19 14:46:17,1,3267
05-12-19 14:46:22,1,4445
05-12-19 14:46:23,1,1696
05-12-19 14:46:26,4,1906
05-12-19 14:46:45,1,4231
05-12-19 14:47:06,4,3291
05-12-19 14:47:14,2,3246
05-12-19 14:47:20,1,4197
05-12-19 14:47:21,1,1574
05-12-19 14:47:22,1,1575
05-12-19 14:47:30,1,1688
05-12-19 14:47:37,2,2837
05-12-19 14:47:39,2,1674
05-12-19 14:47:41,1,1579
05-12-19 14:47:49,1,1856
05-12-19 14:48:00,1,1561
