date,value,type
16:04:26,1900,2
16:04:27,1554,3
16:04:27,1906,3
16:04:27,2058,4
16:04:27,1899,4
16:04:27,1899,1
16:04:27,2015,3
16:04:28,2055,4
16:04:28,1906,3
16:04:28,1901,4
16:04:29,2055,2
16:04:29,4511,1
16:04:29,2056,4
16:04:30,2714,2
16:04:31,2020,2
16:04:31,1898,2
16:04:31,2059,4
16:04:31,1961,3
16:04:31,2055,2
16:04:31,4500,2
16:04:31,1900,4
16:04:31,1900,4
16:04:31,2055,3
16:04:31,1899,3
16:04:31,2055,3
16:04:32,2053,1
16:04:32,2567,2
16:04:32,2055,1
16:04:32,2059,4
16:04:32,1899,2
16:04:32,1898,2
16:04:32,2054,3
16:04:32,1899,3
16:04:32,2055,3
16:04:32,1884,3
16:04:32,1900,4
16:04:32,1715,1
16:04:32,2053,2
16:04:33,1901,4
16:04:33,1883,2
16:04:33,1900,4
16:04:33,1899,1
16:04:33,1899,2
16:04:33,1906,2
16:04:33,2057,4
16:04:33,1899,2
16:04:33,1883,1
16:04:33,2020,2
16:04:33,1958,4
16:04:33,4284,2
16:04:33,1899,2
16:04:33,1900,2
16:04:34,1962,3
16:04:34,1909,4
16:04:34,1900,3
16:04:34,1900,2
16:04:34,1958,1
16:04:34,1884,4
16:04:34,1899,3
16:04:34,1900,2
16:04:34,1906,4
16:04:35,1899,4
16:04:35,2821,4
16:04:35,1959,2
16:04:35,2567,2
16:04:35,2840,2
16:04:35,1883,1
16:04:35,1959,4
16:04:35,2018,2
16:04:35,1899,3
16:04:35,1909,4
16:04:35,1907,4
16:04:36,1585,1
16:04:36,1505,1
16:04:37,1900,4
16:04:37,1899,4
16:04:37,1899,4
16:04:37,1960,4
16:04:37,1906,3
16:04:37,1906,2
16:04:37,1899,2
16:04:37,1959,4
16:04:37,1908,4
16:04:37,1957,2
16:04:38,1960,4
16:04:38,1907,3
16:04:38,1958,3
16:04:38,1899,4
16:04:38,1898,2
16:04:38,1899,4
16:04:38,1899,2
16:04:38,1898,1
16:04:38,1959,3
16:04:38,1885,3
16:04:38,1899,1
16:04:38,1897,1
16:04:38,1899,3
16:04:38,1899,2
16:04:38,1883,1
16:04:38,1959,4
16:04:38,1898,2
16:04:38,1906,1
16:04:39,1897,2
16:04:39,1899,2
16:04:39,1958,3
16:04:39,1897,1
16:04:39,1900,4
16:04:40,1957,2
16:04:40,1957,3
16:04:40,1883,4
16:04:40,1898,3
16:04:40,1898,2
16:04:40,1900,4
16:04:40,1898,1
16:04:41,1903,2
16:04:42,1905,2
16:04:43,1899,4
16:04:43,1899,3
16:04:43,1900,3
16:04:43,1899,3
16:04:43,1906,3
16:04:43,1900,4
16:04:43,1897,1
16:04:43,1900,1
16:04:43,1884,2
16:04:43,1900,3
16:04:43,1898,1
16:04:44,1899,3
16:04:44,2567,2
16:04:44,1897,1
16:04:44,1899,2
16:04:44,1901,4
16:04:44,1898,1
16:04:44,1898,1
16:04:44,1899,1
16:04:44,1906,2
16:04:44,1906,3
16:04:45,1906,1
16:04:45,1899,2
16:04:45,1883,2
16:04:45,1883,2
16:04:45,1907,2
16:04:45,1906,2
16:04:46,1898,1
16:04:46,1897,2
16:04:46,1898,1
16:04:46,1882,2
16:04:46,1897,3
16:04:46,1907,3
16:04:46,1907,2
16:04:47,1897,1
16:04:47,1898,2
16:04:47,1907,3
16:04:47,1898,4
16:04:47,1898,1
16:04:47,1899,4
16:04:47,1898,4
16:04:48,1899,2
16:04:48,2419,2
16:04:48,1457,2
16:04:48,1898,2
16:04:48,1898,2
16:04:49,1646,1
16:04:49,1899,2
16:04:49,1900,2
16:04:49,1906,2
16:04:49,1584,2
16:04:50,2672,1
16:04:50,2418,2
16:04:50,2414,2
16:04:50,2419,2
16:04:51,1607,1
16:04:51,1455,1
16:04:51,1907,2
16:04:51,1883,2
16:04:51,1883,2
16:04:51,1901,4
16:04:51,1884,3
16:04:51,1900,4
16:04:52,1897,3
16:04:52,1882,1
16:04:52,1883,1
16:04:52,1898,2
16:04:52,1897,2
16:04:52,1899,4
16:04:52,1897,3
16:04:52,1897,2
16:04:52,1897,1
16:04:52,1898,2
16:04:53,1899,1
16:04:53,1898,3
16:04:53,1898,2
16:04:53,1897,1
16:04:53,1898,3
16:04:53,1899,4
16:04:54,1884,3
16:04:54,1899,1
16:04:54,1456,1
16:04:55,1899,1
16:04:55,1899,1
16:04:55,1899,2
16:04:55,1900,2
16:04:55,1899,2
16:04:56,2418,2
16:04:56,2419,2
16:04:56,1663,1
16:04:57,1646,2
16:04:57,1899,3
16:04:57,1897,4
16:04:57,1899,3
16:04:57,1899,2
16:04:57,1898,1
16:04:57,1883,3
16:04:58,1758,4
16:05:00,2571,2
16:05:00,1759,4
16:05:01,2734,2
16:05:01,1883,2
16:05:02,2418,2
16:05:03,2840,2
16:05:04,2419,2
16:05:07,2570,3
16:05:08,1906,2
16:05:08,1646,3
16:05:08,1611,1
16:05:08,2567,1
16:05:09,2418,2
16:05:11,1907,3
16:05:12,2570,2
16:05:13,1883,4
16:05:15,4402,1
16:05:15,3627,1
16:05:17,2373,2
16:05:17,2372,2
16:05:17,2417,2
16:05:22,4398,1
16:05:23,1880,2
16:05:27,2122,1
16:05:30,2418,2
16:05:30,1507,2
16:05:32,1687,4
16:05:32,4223,2
16:05:34,4524,3
16:05:36,1646,1
16:05:38,1688,3
16:05:44,4382,1
16:05:46,3833,1
16:05:58,3025,4
16:05:58,1503,1
16:05:59,3148,3
16:06:01,4420,1
16:06:05,1646,1
16:06:06,3088,1
16:06:07,4434,1
16:06:10,1605,2
16:06:13,3244,3
16:06:13,4426,1
16:06:15,3483,1
16:06:17,2612,4
16:06:26,3243,1
16:06:29,1619,2
16:06:32,2720,1
16:06:37,2270,1
16:06:38,3874,2
16:06:43,1705,1
16:06:52,4532,2
16:06:59,3967,1
16:07:02,4435,1
16:07:08,4517,2
16:07:11,4559,2
16:07:15,3232,1
16:07:15,3617,1
16:07:24,1387,1
16:07:24,1392,1
16:07:24,1537,1
16:07:26,2352,3
16:07:26,4003,2
16:07:31,1627,2
16:07:32,1688,1
16:07:32,4544,1
16:07:38,1531,1
16:07:47,4279,1
16:07:54,3767,1
16:07:56,1646,1
16:07:56,1631,3
16:07:56,1645,2
16:08:02,2128,3
16:08:04,1513,1
16:08:07,1644,2
16:08:09,1507,1
16:08:09,4554,2
16:08:11,1517,1
16:08:12,4396,2
16:08:13,3874,1
16:08:15,2881,1
16:08:15,4342,1
16:08:17,1544,2
16:08:26,4358,1
16:08:28,3628,1
16:08:35,1441,1
16:08:36,1457,1
16:08:39,4552,2
16:08:45,4429,1
16:08:51,1597,2
16:08:53,1526,1
16:08:53,1598,2
16:08:57,4434,1
16:09:02,4394,1
16:09:04,2172,1
16:09:05,1610,2
16:09:06,2568,2
16:09:10,4239,1
16:09:10,4248,2
16:09:16,3839,4
16:09:17,4523,2
16:09:19,4556,1
16:09:20,4471,1
16:09:20,2461,1
16:09:24,1613,1
16:09:25,1506,2
16:09:25,2089,1
16:09:33,1512,2
16:09:34,1515,1
16:09:39,2224,1
16:09:46,1935,1
16:09:56,4545,1
16:09:57,2558,2
16:10:07,3032,3
16:10:13,1456,1
16:10:13,2037,3
16:10:13,3688,2
16:10:24,1653,4
16:10:25,4471,2
16:10:38,2495,2
16:10:41,2093,1
16:10:48,2120,4
16:10:49,4428,2
16:10:52,1493,1
16:10:54,1515,1
16:10:55,4417,1
16:10:57,2284,4
16:11:00,2013,2
16:11:01,1536,2
16:11:06,1650,4
16:11:06,1554,3
16:11:10,1610,2
16:11:10,1399,2
16:11:15,4526,1
16:11:18,3838,1
16:11:26,4495,1
16:11:27,3174,4
16:11:28,3108,1
16:11:31,1620,2
16:11:31,4564,1
16:11:34,1518,2
16:11:37,3304,1
16:11:38,2513,2
16:11:39,4502,1
16:11:39,1455,2
16:11:42,4561,1
16:11:56,2153,1
16:12:00,4091,2
16:12:08,1501,1
16:12:08,3480,2
16:12:13,3081,1
16:12:15,1537,1
16:12:18,1500,1
16:12:26,2755,2
16:12:26,4558,2
16:12:51,1629,3
16:12:52,4411,1
16:12:52,4535,1
16:12:54,1605,1
16:12:57,1544,1
16:12:58,1539,1
16:13:02,3722,3
16:13:06,4563,2
16:13:07,3092,2
16:13:07,1409,2
16:13:07,3497,2
16:13:10,4403,1
16:13:11,4550,1
16:13:13,1883,3
16:13:19,2649,1
16:13:19,1723,1
16:13:21,1502,1
16:13:24,3677,2
16:13:28,4411,1
16:13:30,1548,3
16:13:39,3518,1
16:13:39,4189,2
16:13:41,3889,1
16:13:47,4540,1
16:13:48,1509,1
16:13:49,4559,1
16:13:51,4495,1
16:13:57,1443,4
16:13:59,3152,2
16:14:00,1518,1
16:14:04,2329,1
16:14:07,2228,1
16:14:08,3832,1
16:14:09,1487,1
16:14:10,1870,1
16:14:18,2225,1
16:14:19,1401,1
16:14:19,3370,1
16:14:23,4539,1
16:14:26,3098,1
16:14:32,2975,2
16:14:33,2770,1
16:14:40,4172,1
16:14:42,3720,2
16:14:42,3773,1
16:14:48,3398,3
16:14:54,1656,2
16:14:57,1542,1
16:15:05,4306,1
16:15:08,2396,1
16:15:12,4128,2
16:15:14,1515,1
16:15:14,1431,4
16:15:18,2098,1
16:15:20,4544,2
16:15:26,3362,1
16:15:30,1620,4
16:15:30,1515,4
16:15:32,1504,1
16:15:39,1515,1
16:15:42,3686,1
16:15:44,4545,3
16:15:45,1631,1
16:15:46,4432,2
16:15:48,4543,2
16:15:53,1398,2
16:15:56,4417,1
16:15:57,1538,1
16:15:58,1517,1
16:15:58,3453,1
16:16:05,4359,2
16:16:06,4551,1
16:16:08,4492,1
16:16:11,4539,1
16:16:18,1642,1
16:16:19,2669,2
16:16:21,4468,3
16:16:25,2750,1
16:16:30,4457,1
16:16:33,2924,2
16:16:36,2932,2
16:16:37,1615,1
16:16:40,2583,2
16:16:41,1637,3
16:16:49,4137,2
16:16:53,4532,1
16:16:54,3853,4
16:16:55,3854,2
16:16:57,1696,1
16:17:03,1568,1
16:17:04,3681,1
16:17:06,3176,2
16:17:09,3279,2
16:17:13,2387,1
16:17:14,4537,2
16:17:15,4489,1
16:17:25,1580,1
16:17:28,1399,1
16:17:33,1873,4
16:17:33,1603,3
16:17:34,2520,1
16:17:37,1649,1
16:17:38,2419,3
16:17:39,1535,1
16:17:41,2907,1
16:17:46,2584,2
16:17:55,1615,1
16:17:57,4289,1
16:17:58,1501,1
16:17:58,1609,1
16:17:58,2873,1
16:18:03,1504,1
16:18:03,1508,1
16:18:07,2387,4
16:18:08,4290,1
16:18:11,2644,2
16:18:13,1915,2
16:18:13,2317,4
16:18:16,3279,1
16:18:17,4182,1
16:18:21,1539,1
16:18:22,3891,1
16:18:25,4555,1
16:18:27,4539,2
16:18:29,1920,4
16:18:29,1627,2
16:18:30,3415,1
16:18:34,4410,1
16:18:35,2733,2
16:18:40,3183,2
16:18:43,3670,2
16:18:44,4387,2
16:18:47,1511,2
16:18:50,4534,1
16:18:53,3001,2
16:18:58,1707,2
16:18:58,1641,3
16:19:02,1524,1
16:19:07,2345,4
16:19:09,2219,1
16:19:10,2827,1
16:19:15,4381,3
16:19:19,4408,1
16:19:21,4510,1
16:19:22,4541,1
16:19:28,3589,1
16:19:31,1499,1
16:19:31,4126,2
16:19:39,3527,2
16:19:40,1625,2
16:19:41,3627,3
16:19:41,4532,2
16:19:42,3602,2
16:19:42,4384,1
16:19:45,1967,1
16:19:47,4528,1
16:19:51,4437,2
16:20:01,1640,2
16:20:01,3487,2
16:20:02,1531,2
16:20:12,3346,3
16:20:17,4518,2
16:20:27,4400,1
16:20:39,2044,1
16:20:41,3253,2
16:20:45,3369,2
16:20:49,4353,1
16:20:53,4376,1
16:20:54,2747,4
16:20:57,3986,1
16:21:06,3475,1
16:21:13,1514,1
16:21:15,3875,4
16:21:26,1671,4
16:21:29,2306,4
16:21:32,4528,1
16:21:33,4409,1
16:21:34,2384,1
16:21:37,4109,1
16:21:37,4554,1
16:21:39,3161,2
16:21:41,3715,2
16:21:42,2400,4
16:21:47,4432,2
16:21:48,3230,2
16:21:50,1646,1
16:21:51,4231,1
16:21:57,2698,4
16:22:00,1396,1
16:22:01,4234,3
16:22:04,3369,4
16:22:04,4531,2
16:22:13,4256,2
16:22:14,4382,1
16:22:17,2891,4
16:22:17,2885,3
16:22:17,4515,2
16:22:20,2532,4
16:22:21,1512,2
16:22:22,1620,1
16:22:28,1402,1
16:22:32,1549,1
16:22:36,1594,1
16:22:46,3065,1
16:22:50,4530,1
16:23:02,1693,3
16:23:07,1625,1
16:23:08,2032,1
16:23:09,4488,1
16:23:10,2733,1
16:23:14,1533,1
16:23:16,2308,3
16:23:19,4443,4
16:23:30,4455,1
16:23:30,2155,1
16:23:33,2925,4
16:23:39,2777,2
16:23:40,4523,2
16:23:44,4511,1
16:23:51,2015,3
16:23:58,1633,1
16:23:59,3997,2
16:24:04,1522,1
16:24:12,1630,1
16:24:25,4363,3
16:24:28,4386,3
16:24:29,1517,3
16:24:32,4532,1
16:24:37,4523,1
16:24:39,4521,1
16:24:49,4400,2
16:24:51,4506,4
16:24:52,4450,1
16:24:54,2195,2
16:25:03,4489,1
16:25:07,4132,4
16:25:08,1947,2
16:25:09,1485,2
16:25:10,4189,4
16:25:10,4374,1
16:25:15,2968,1
16:25:19,4421,2
16:25:22,1618,1
16:25:23,2519,4
16:25:24,4490,2
16:25:28,1490,1
16:25:29,1649,1
16:25:31,2820,2
16:25:31,4495,1
16:25:32,4491,1
16:25:34,2631,1
16:25:40,1606,1
16:25:42,4535,1
16:25:46,1621,4
16:25:51,1548,1
16:26:01,3972,2
16:26:02,4502,1
16:26:05,4488,2
16:26:11,3615,1
16:26:16,2530,1
16:26:22,1652,3
16:26:23,3508,1
16:26:27,4500,3
16:26:29,2951,1
16:26:30,1718,2
16:26:30,4345,1
16:26:34,2474,4
16:26:42,1500,1
16:26:43,1626,2
16:26:55,3520,2
16:26:58,4504,1
16:27:02,4513,1
16:27:07,2311,4
16:27:12,1610,1
16:27:16,3312,1
16:27:23,2933,4
16:27:24,1408,1
16:27:25,4260,1
16:27:26,4535,2
16:27:29,3812,2
16:27:30,1518,1
16:27:33,4502,2
16:27:44,4534,2
16:27:45,4554,2
16:27:56,2200,1
16:27:56,4384,2
16:28:04,3666,2
16:28:11,1633,1
16:28:11,3974,3
16:28:18,2797,3
16:28:22,4539,1
16:28:24,1890,2
16:28:27,1644,1
16:28:28,2795,1
16:28:29,4160,1
16:28:31,4505,1
16:28:32,2329,1
16:28:41,4554,1
16:28:41,1550,3
16:28:43,4339,1
16:28:49,2568,1
16:28:52,2139,1
16:28:54,4493,1
16:28:54,1590,2
16:28:54,4560,2
16:28:55,1496,1
16:28:56,4224,1
16:28:59,1690,1
16:29:07,3417,1
16:29:08,4187,1
16:29:09,4105,1
16:29:11,4500,1
16:29:11,3700,2
16:29:15,1509,1
16:29:19,4471,1
16:29:23,1496,1
16:29:25,4564,1
16:29:28,1513,2
16:29:28,4313,1
16:29:35,3579,2
16:29:36,3439,1
16:29:36,1526,1
16:29:37,2667,1
16:29:38,1618,2
16:29:39,3927,2
16:29:44,4520,2
16:29:46,3341,2
16:29:55,4123,2
16:30:02,1562,1
16:30:12,3924,1
16:30:15,1644,1
16:30:16,1634,1
16:30:16,4526,1
16:30:17,4407,2
16:30:18,3881,3
16:30:24,1948,1
16:30:25,3874,2
16:30:28,1695,1
16:30:29,3121,4
16:30:30,2804,4
16:30:31,2456,1
16:30:34,1539,2
16:30:40,4542,1
16:30:43,3955,4
16:30:43,1644,3
16:31:00,4529,1
16:31:03,1557,3
16:31:03,2601,1
16:31:08,3068,2
16:31:09,4453,1
16:31:09,1572,3
16:31:14,1542,3
16:31:18,4362,2
16:31:20,2179,1
16:31:29,4553,1
16:31:32,2620,1
16:31:38,1558,1
16:31:39,2443,3
16:31:41,4182,4
16:31:44,4539,2
16:31:45,4517,1
16:31:49,1428,1
16:31:51,4587,1
16:31:55,3038,1
16:31:55,2994,4
16:31:58,1669,1
16:32:10,3690,2
16:32:16,4230,2
16:32:18,1895,1
16:32:20,4528,2
16:32:20,1538,1
16:32:22,1641,1
16:32:24,3900,4
16:32:25,4048,1
16:32:32,1666,3
16:32:35,2552,1
16:32:36,1540,1
16:32:37,1631,2
16:32:46,2331,3
16:32:50,2904,1
16:32:55,4033,2
16:32:58,1644,1
16:33:03,4554,1
16:33:03,1635,2
16:33:05,3740,1
16:33:05,1444,4
16:33:11,4506,2
16:33:14,4422,2
16:33:16,4411,1
16:33:19,2346,1
16:33:19,1529,4
16:33:25,1534,2
16:33:29,3878,1
16:33:34,4398,1
16:33:34,4530,1
16:33:35,2566,4
16:33:37,1783,4
16:33:39,1809,4
16:33:40,1936,1
16:33:42,1785,4
16:33:43,1779,2
16:33:50,1533,1
16:33:51,4537,2
16:33:51,1956,1
16:33:54,1779,1
16:33:56,2223,1
16:33:57,3449,1
16:34:00,1547,3
16:34:03,2636,1
16:34:04,1576,1
16:34:08,1411,1
16:34:12,2000,4
16:34:14,4310,1
16:34:22,1648,4
16:34:27,4468,1
16:34:29,1781,3
16:34:35,2817,2
16:34:35,2021,3
16:34:44,1423,1
16:34:49,1415,1
16:34:52,4400,2
16:34:52,1654,2
16:34:53,1517,1
16:34:54,3027,1
16:34:55,1590,2
16:34:57,4155,1
16:35:04,1646,2
16:35:05,4427,2
16:35:07,1706,2
16:35:14,4411,4
16:35:17,1782,3
16:35:19,2523,2
16:35:20,1782,3
16:35:21,4095,2
16:35:23,1643,2
16:35:30,3571,1
16:35:32,3480,2
16:35:34,1534,1
16:35:36,4463,2
16:35:38,4372,2
16:35:39,3671,2
16:35:39,4533,2
16:35:41,1416,1
16:35:45,1413,1
16:35:52,3881,1
16:35:52,1438,2
16:35:54,3921,2
16:36:00,2253,1
16:36:04,4563,1
16:36:05,1553,1
16:36:08,1572,1
16:36:11,4273,1
16:36:12,1413,1
16:36:16,2234,1
16:36:21,1776,1
16:36:22,1655,2
16:36:23,4077,4
16:36:31,2154,1
16:36:31,4413,1
16:36:34,3279,3
16:36:36,1777,2
16:36:37,1777,3
16:36:38,1559,2
16:36:39,2116,1
16:36:51,1715,1
16:36:53,4543,2
16:36:54,1756,2
16:36:55,3895,1
16:37:00,1666,2
16:37:02,1549,2
16:37:06,3366,1
16:37:13,3831,1
16:37:16,4402,4
16:37:25,2029,1
16:37:30,1407,1
16:37:38,1413,2
16:37:43,2761,1
16:37:49,4304,2
16:37:59,1537,2
16:38:02,4383,1
16:38:04,1532,3
16:38:04,3269,1
16:38:06,1661,2
16:38:16,1545,1
16:38:19,1575,1
16:38:25,4566,1
16:38:25,4406,1
16:38:26,4572,4
16:38:30,1650,1
16:38:34,1538,3
16:38:35,1556,3
16:38:38,2661,1
16:38:43,1427,1
16:38:45,4505,1
16:38:46,1583,1
16:38:46,3943,1
16:38:47,1776,4
16:38:55,1540,1
16:39:02,1662,1
16:39:07,2153,1
16:39:17,2012,1
16:39:18,3907,1
16:39:21,3285,2
16:39:22,4543,2
16:39:22,4553,1
16:39:25,1621,2
16:39:26,1565,1
16:39:29,1573,1
16:39:29,2978,2
16:39:30,1415,1
16:39:35,4429,4
16:39:36,3982,2
16:39:37,4561,1
16:39:40,1420,1
16:39:42,4468,2
16:39:43,4424,1
16:39:46,2384,2
16:39:47,4563,1
16:39:48,2237,1
16:39:48,1535,1
16:39:48,3322,4
16:39:51,1775,2
16:39:52,1555,1
16:39:55,2465,2
16:39:58,4397,2
16:39:59,3540,1
16:39:59,4074,1
16:40:05,1653,1
16:40:08,1637,1
16:40:09,1648,1
16:40:19,4229,1
16:40:22,2200,2
16:40:25,1641,1
16:40:28,2417,2
16:40:28,2011,2
16:40:32,1650,2
16:40:36,1415,2
16:40:43,2240,1
16:40:44,3790,4
16:40:45,4562,1
16:40:51,3454,3
16:40:54,1656,1
16:40:59,2045,2
16:41:08,3219,3
16:41:10,4530,2
16:41:11,4570,1
16:41:17,4350,2
16:41:18,4465,3
16:41:20,1597,1
16:41:24,3788,1
16:41:25,2959,4
16:41:28,4257,2
16:41:28,4561,1
16:41:29,4272,1
16:41:34,1426,1
16:41:35,3808,4
16:41:37,3428,2
16:41:41,1659,3
16:41:43,1416,2
16:41:44,1416,1
16:41:45,2930,2
16:41:45,3914,1
16:41:54,2229,1
16:41:55,1570,1
16:41:57,4400,2
16:41:57,1418,1
16:42:02,4541,2
16:42:09,1675,2
16:42:11,1653,1
16:42:13,4528,1
16:42:18,1422,1
16:42:19,1572,4
16:42:28,3021,1
16:42:30,3487,3
16:42:37,2971,2
16:42:38,1539,2
16:42:42,1652,1
16:42:46,3066,1
16:42:46,1414,1
16:42:47,2681,3
16:42:49,1563,1
16:42:53,4563,1
16:42:55,3051,1
16:42:58,4431,1
16:43:02,4292,1
16:43:03,4543,4
16:43:03,1529,3
16:43:05,3177,4
16:43:06,1417,1
16:43:07,1541,1
16:43:09,4566,1
16:43:09,4448,1
16:43:10,1416,2
16:43:12,2101,4
16:43:12,1411,1
16:43:14,4544,1
16:43:17,2971,1
16:43:18,4441,2
16:43:23,1416,1
16:43:24,4522,1
16:43:25,2339,1
16:43:26,1566,1
16:43:33,1654,1
16:43:35,1652,1
16:43:37,4434,3
16:43:38,4573,1
16:43:40,2542,2
16:43:41,3189,2
16:43:45,2350,4
16:43:46,4606,4
16:43:48,4412,4
16:43:50,3663,1
16:43:51,3421,2
16:43:58,4570,2
16:43:59,3174,1
16:44:01,4445,2
16:44:03,1561,3
16:44:03,4400,1
16:44:04,3965,1
16:44:05,1543,2
16:44:05,1663,2
16:44:05,3368,2
16:44:09,1683,2
16:44:21,1759,4
16:44:29,4539,1
16:44:30,1651,2
16:44:32,3380,4
16:44:32,4365,2
16:44:32,1569,1
16:44:32,4394,1
16:44:33,1642,1
16:44:34,3584,4
16:44:35,3022,4
16:44:36,3360,2
16:44:40,1425,1
16:44:42,2981,1
16:44:42,4572,1
16:44:44,3768,1
16:44:45,3865,1
16:44:53,4576,1
16:44:54,4360,4
16:44:55,2020,2
16:44:55,4370,4
16:44:56,3800,1
16:44:56,2397,1
16:44:56,3916,1
16:44:57,2676,2
16:44:57,1420,1
16:45:02,4573,1
16:45:03,1450,2
16:45:04,3410,1
16:45:07,3406,1
16:45:09,2887,4
16:45:10,3418,4
16:45:11,4135,2
16:45:12,1566,1
16:45:21,1549,1
16:45:24,3796,1
16:45:25,1411,1
16:45:26,1539,1
16:45:27,2276,1
16:45:27,3661,2
16:45:28,2144,2
16:45:29,1660,2
16:45:36,4572,1
16:45:39,4442,4
16:45:44,4542,1
16:45:45,4529,1
16:45:45,2351,1
16:45:48,4050,1
16:45:49,4523,2
16:45:51,1582,2
16:46:01,2328,1
16:46:04,1433,1
16:46:04,3325,1
16:46:06,4610,2
16:46:12,1558,2
16:46:15,1749,4
16:46:17,3064,4
16:46:24,4558,1
16:46:28,1574,2
16:46:32,1768,1
16:46:32,2787,4
16:46:35,2530,2
16:46:37,1432,1
16:46:39,1529,1
16:46:40,1593,1
16:46:45,2502,2
16:46:50,2340,4
16:46:52,1551,1
16:46:54,4409,3
16:46:57,4201,4
16:47:02,2074,1
16:47:03,2669,1
16:47:05,4314,2
16:47:08,1587,1
16:47:10,1540,1
16:47:11,4572,1
16:47:14,2523,1
16:47:16,3795,2
16:47:22,4284,4
16:47:26,3648,2
16:47:27,4536,2
16:47:30,1661,1
16:47:31,1653,2
16:47:33,1423,1
16:47:33,4135,2
16:47:38,2298,1
16:47:40,3048,4
16:47:41,1916,3
16:47:43,4396,3
16:47:44,3956,1
16:47:50,3064,2
16:48:01,1558,2
16:48:02,1591,2
16:48:02,3564,2
16:48:05,1552,3
16:48:07,3885,1
16:48:11,4498,1
16:48:14,4178,2
16:48:16,1453,1
16:48:16,1411,1
16:48:17,4559,1
16:48:22,1699,1
16:48:24,4432,1
16:48:25,1644,1
16:48:26,3915,1
16:48:28,2680,1
16:48:32,1651,1
16:48:36,3293,2
16:48:38,1430,1
16:48:39,1543,1
16:48:45,3180,2
16:48:46,1654,1
16:48:47,1545,1
16:48:56,1408,1
16:49:00,1681,1
16:49:05,1582,1
16:49:06,3166,2
16:49:12,1546,4
16:49:13,2620,2
16:49:14,2351,2
16:49:16,4001,1
16:49:22,3482,2
16:49:25,1598,1
16:49:27,1566,1
16:49:30,2231,1
16:49:34,1660,1
16:49:38,4545,4
16:49:41,1531,1
16:49:42,2920,4
16:49:42,1649,4
16:49:46,4362,3
16:49:47,1472,3
16:49:48,4540,2
16:49:49,1663,1
16:49:49,1552,1
16:49:55,1415,1
16:49:59,2074,1
16:50:01,3642,1
16:50:03,4568,1
16:50:07,1565,1
16:50:08,1419,1
16:50:08,1593,2
16:50:10,1563,1
16:50:16,1543,2
16:50:20,1854,1
16:50:20,3029,1
16:50:20,2587,1
16:50:21,1445,1
16:50:21,3621,1
16:50:23,3731,3
16:50:24,1714,1
16:50:30,1413,1
16:50:32,1431,1
16:50:34,2558,1
16:50:36,3489,1
16:50:37,1549,2
16:50:40,4427,3
16:50:41,3079,1
16:50:42,1418,1
16:50:46,3779,1
16:50:58,2127,1
16:50:59,1434,3
16:51:04,1413,1
16:51:12,1531,2
16:51:25,1572,1
16:51:25,1646,1
16:51:25,3639,1
16:51:26,1411,1
16:51:26,3257,2
16:51:27,4366,2
16:51:35,1526,1
16:51:38,4450,1
16:51:40,2419,2
16:51:46,3891,2
16:51:47,4075,3
16:51:48,4556,1
16:51:49,3305,1
16:51:54,1409,1
16:51:58,4577,2
16:52:00,4186,1
16:52:01,1432,1
16:52:02,2746,1
16:52:05,4588,4
16:52:06,2682,1
16:52:09,3781,1
16:52:09,2898,1
16:52:11,1424,1
16:52:13,1413,1
16:52:13,1418,1
16:52:21,1426,2
16:52:28,2464,1
16:52:29,1653,2
16:52:32,2795,1
16:52:35,1652,1
16:52:35,2590,1
16:52:47,4524,1
16:52:48,2236,1
16:52:55,4432,1
16:52:56,1676,4
16:53:01,1434,1
16:53:01,1531,1
16:53:14,1541,1
16:53:16,4528,1
16:53:21,1574,2
16:53:24,1535,1
16:53:34,1543,2
16:53:35,4133,1
16:53:39,1417,1
16:53:45,2124,1
16:53:57,2576,2
16:53:57,2261,1
16:53:58,3354,1
16:54:01,2537,2
16:54:03,4606,4
16:54:06,1563,1
16:54:07,1750,2
16:54:12,4528,1
16:54:13,1537,1
16:54:14,2170,1
16:54:21,2279,1
16:54:25,1557,2
16:54:26,2753,2
16:54:27,1528,4
16:54:33,1537,2
16:54:34,1497,2
16:54:34,1531,2
16:54:39,1670,2
16:54:40,1579,1
16:54:41,4424,1
16:54:44,2186,1
16:54:44,1539,2
16:54:46,1532,1
16:54:47,4400,1
16:54:47,2576,4
16:54:50,1757,1
16:54:50,1408,1
16:54:50,4519,1
16:54:51,2359,4
16:54:52,4427,1
16:54:55,1409,1
16:55:00,4474,1
16:55:03,3161,1
16:55:04,4570,1
16:55:08,2767,2
16:55:09,4312,1
16:55:13,4371,4
16:55:14,1792,1
16:55:21,3952,1
16:55:21,4390,1
16:55:25,4579,1
16:55:29,4384,2
16:55:32,1408,1
16:55:32,4142,2
16:55:37,2183,4
16:55:38,2532,2
16:55:39,3063,1
16:55:40,1418,1
16:55:57,1417,3
16:55:59,4463,1
16:56:07,1655,3
16:56:08,1642,2
16:56:08,4486,2
16:56:14,1412,1
16:56:16,2604,2
16:56:21,4540,2
16:56:22,4363,1
16:56:22,4382,1
16:56:23,1889,1
16:56:23,1726,2
16:56:24,1677,1
16:56:27,2230,1
16:56:30,1543,3
16:56:31,1541,3
16:56:32,2279,2
16:56:43,2613,2
16:56:50,1642,2
16:56:50,4408,1
16:56:56,2942,1
16:56:57,4603,2
16:56:59,4456,1
16:57:00,2098,2
